id,rut_unidad,nombre_unidad,calle_unidad,numero_unidad,comuna_unidad,region_unidad,CodigoExterno,codunspsc,nomunspsc
378,61.202.000-0,Dirección de Obras Hidráulicas  - IV Región,"Calle Cirujano Videla N°200, Piso N°2, La Serena",Obras de Conservación 3 SSR Monte Patria,La Serena,Región de Coquimbo ,1503-48-LQ22,83101500,Servicios básicos y de información pública / Servicios básicos / Servicios relacionados con el agua
379,61.202.000-0,Dirección de Obras Hidráulicas  - IV Región,"Calle Cirujano Videla N°200, Piso N°2, La Serena",Obras de Conservación 2 SSR Limari,La Serena,Región de Coquimbo ,1503-52-LQ22,83101500,Servicios básicos y de información pública / Servicios básicos / Servicios relacionados con el agua
380,61.202.000-0,Dirección de Obras Hidráulicas  - IV Región,"Calle Cirujano Videla N°200, Piso N°2, La Serena",Estudios Hidrogeologicos 3 SSR,La Serena,Región de Coquimbo ,1503-58-LE22,83101500,Servicios básicos y de información pública / Servicios básicos / Servicios relacionados con el agua
381,61.202.000-0,Dirección de Obras Hidráulicas  - IV Región,"Calle Cirujano Videla N°200, Piso N°2, La Serena",EH y PROSPECCION 3 SSR CHOAPA,La Serena,Región de Coquimbo ,1503-62-LQ22,83101500,Servicios básicos y de información pública / Servicios básicos / Servicios relacionados con el agua
382,61.202.000-0,Dirección de Obras Hidráulicas  - IV Región,"Calle Cirujano Videla N°200, Piso N°2, La Serena",Construccion de 2 Fuente SSR,La Serena,Región de Coquimbo ,1503-67-LQ22,83101500,Servicios básicos y de información pública / Servicios básicos / Servicios relacionados con el agua
383,61.202.000-0,Dirección de Obras Hidráulicas  - V Región,"Campamento Embalse Aromos Sector Tabolango, Limache",CONSTRUCCIÓN DE FUENTE SSR EL COBRE LO CALVO,Limache,Región de Valparaíso ,1504-22-LR22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
384,61.202.000-0,Dirección de Obras Hidráulicas  - V Región,"Campamento Embalse Aromos Sector Tabolango, Limache",Servicio de Operación y Vigilancia Embalse Aromos,Limache,Región de Valparaíso ,1504-27-LP22,80111600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Servicios de personal temporal"
385,61.202.000-0,Dirección de Obras Hidráulicas  - VIII Región,Av. Prat 501 4° Piso Concepción,"Enrocado en Río Biobío, comuna de Negrete",Concepción,Región del Biobío ,1507-35-O122,101000000,Consultoria / Consultoria / Planificación y Factibilidad
386,61.608.006-7,Hospital Til - Til,Daniel Moya  100,“ADQUISICION SERVICIOS DE PROCEDIMIENTOS QUIRURGIC,Til Til,Región Metropolitana de Santiago,1509-62-LE22,42295100,"Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados"
387,61.602.275-k,Hospital de Castro,Ramón Freire 852,CONVENIO DE SUMINISTRODE COMPRIMIDOS PARA EL HOSPI,Castro,Región de los Lagos ,1514-72-LP22,51111600,Medicamentos y productos farmacéuticos / Agentes antitumorales / Antimetabolitos
388,61.602.236-9,Hospital Dr. Abraham Godoy Peña,Barros Arana N°820 Lautaro,Propuesta Pública Nº 7122 “ECOGRAFIAS DOPPLER PARA NODO NORTE HOSPITAL LAUTARO”,Lautaro,Región de la Araucanía ,1523-73-LE22,85122200,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales"
389,60.803.000-k,SII DR01 Dirección Regional Iquique,Tarapaca 470,100922 Normalización de permisos municipales,Iquique,Región de Tarapacá  ,1534-5-CO22,80101600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Consultorías o asesorías en gestión empresarial / Gestión de proyectos"
390,61.607.904-2,Hospital Dr. Augusto Essmann Burgos,AVENIDA ESPAÑA 1650 ,CONVENIO DE SUMINISTROS DE MEDICAMENTOS SUEROS,Puerto Natales,Región de Magallanes y de la Antártica,1540-96-LQ22,51102700,Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antisépticos
391,61.608.002-4,Hospital San  José,San José 1196,SUMINISTRO DE INSUMOS PARA CIRUGÍAS DE FRACTURAS DE CODO Y SUS DERIVADOS CON USO DE MOTOR E INSTRUMENTAL PARA EL HOSPITAL SAN JOSÉ,Independencia,Región Metropolitana de Santiago,1549-43-LR22,42242000,"Equipamiento y suministros médicos / Productos medicinales para deportes, prostéticos y ortopédicos / Dispositivos, accesorios y suministros protésicos"
392,60.803.000-k,SII DR09 Dirección Regional Temuco,Claro Solar 873,Serv. de Mantenimiento Preventivo y Correctivo AA,Temuco,Región de la Araucanía ,1551-3-LE22,72102300,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Gasfitería, calefacción y aire acondicionado"
393,61.606.309-k,Hospital de Huasco,CANTERA 105,SANITIZACION Y DESINFECCION  DE HOSPITAL MANUEL MAGALHAES MEDLING,Algarrobo,Región de Valparaíso ,1557-7-L122,72102100,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Control de plagas"
394,61.608.205-1,FARMACIA,Mapocho #7432,MEDICAMENTO OXICODONA COMPRIMIDO 20MG,Cerro Navia,Región Metropolitana de Santiago,1559-62-LE22,51142200,Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Analgésicos narcóticos
395,61.702.000-9,Servicio Nacional de Geología y Minería,Avda. Santa María Nº 0180,ARRENDAMIENTO SEGMENTO SATELITAL OVDAS SERNAGEOMIN,Providencia,Región de la Araucanía ,1562-28-LQ22,83111600,Servicios básicos y de información pública / Telecomunicaciones / Comunicaciones móviles
396,70.072.600-2,Junji - II Región,SUCRE Nº 524,Equipo y equipamiento mobiliario,Antofagasta,Región de Antofagasta ,1573-18-LE22,56121500,"Muebles y mobiliario / Mobiliario y accesorios institucional, escolar y educativo / Mobiliario general de aula"
397,60.704.000-1,Servicio Nacional de Turismo - Sernatur,,DESARROLLO PROGRAMA GIRA DE ESTUDIO,,Región Metropolitana de Santiago,1591-22-LR22,78111800,"Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera"
398,72.227.000-2,Gobierno Regional del Maule,"1 NORTE #711, TALCA.",ADQUISICIÓN RETROEXCAVADORA MUNICIPALIDAD MOLINA,Talca,Región del Maule ,1596-39-LP22,20111600,Maquinaria para minería y perforación / Equipo de perforación y explotación de pozos / Maquinaria de perforación y explotación
399,60.702.000-0,Servicio Nacional del Consumidor,Teatinos 50 piso 6,Mantención y reparación de Aire acondicionado,Santiago Centro,Región Metropolitana de Santiago,1611-20-LP22,72102300,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Gasfitería, calefacción y aire acondicionado"
400,61.602.141-9,Hospital de San Vicente de Tagua Tagua,Juan Bautista Pastene 1100 San Vicente de Tagua Tagua,ADQUSICIÓN DE MOBILIARIO SILLAS PARA HSV,San Vicente de Tagua Tagua,Región del Libertador General Bernardo O´Higgins,1622-17-LE22,56101500,Muebles y mobiliario / Muebles de alojamiento / Muebles
401,69.250.500-k,Municipio,Calle Juan Martínez nº 1403,OBRAS DE  PAVIMENTACION Y ESPACIO PUBLICO EN CAMPAMENTO VILLA STONE COMUNA DE DIEGO DE ALMAGRO SM 1016 ,Diego De Almagro,Región de Atacama ,1638-154-LQ22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
402,69.250.500-k,Municipio,Calle Juan Martínez nº 1403,ADQUISICION DE JUEGO DE CALZAS PARA CARGADOR FRONTAL PARA DIRECCION DE OPERACIONES ASEO Y ORNATO,Diego De Almagro,Región de Atacama ,1638-71-L122,25172600,Vehículos y equipamiento en general / Componentes para vehículos en general / Acabados exteriores para vehículos
403,61.608.204-3,SERVICIO DE SALUD OCCIDENTE HOSPITAL SAN JUAN DE D,FACTURAR DIRECTAMENTE A FONASA  ID 2239-11044-LP08,FTS -BOLSAS DE OSTOMÍA PARA CIRUGÍA AMBULATORIA,Santiago,Región Metropolitana de Santiago,1641-132-LR22,42281900,Equipamiento y suministros médicos / Productos para la esterilización médica / Suministros de envasado y envoltura de esterilización
404,61.608.204-3,SERVICIO DE SALUD OCCIDENTE HOSPITAL SAN JUAN DE D,FACTURAR DIRECTAMENTE A FONASA  ID 2239-11044-LP08,SUMINISTRO DE SENSORES PARA PABELLÓN,Santiago,Región Metropolitana de Santiago,1641-139-LR22,42181800,Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Oxímetros de pulso
405,61.608.204-3,SERVICIO DE SALUD OCCIDENTE HOSPITAL SAN JUAN DE D,FACTURAR DIRECTAMENTE A FONASA  ID 2239-11044-LP08,JPC SOLUCIONES DIALISIS CON EQUIPO ASOCIADO,Santiago,Región Metropolitana de Santiago,1641-74-LR22,42161500,Equipamiento y suministros médicos / Equipo y suministros para diálisis / Equipo de diálisis peritoneal
406,61.608.605-7,Subdirección de Atención Primaria,"Victoria Subercaseaux 381, 2° piso.",TOLDOS PLEGABLES PARA CESFAM,Santiago,Región Metropolitana de Santiago,1655-39-LE22,30151900,"Artículos para estructuras, obras y construcciones / Materiales para terminaciones exteriores / Materiales para acabado"
407,69.190.700-7,Municipalidad de Temuco,Arturo Prat 650.,PP. 145-2022 REPARACIÓN BACHES DE EMERGENCIA VARIOS SECTORES COMUNA DE TEMUCO,Temuco,Región de la Araucanía ,1658-385-LP22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
408,69.190.700-7,Municipalidad de Temuco,Arturo Prat 650,P. P. Nº 147-2022 “CONSTRUCCIÓN CIRCUITO DE CALINSTENIA EN PARQUE LANGDON TEMUCO”,Temuco,Región de la Araucanía ,1658-414-LQ22,30221000,"Artículos para estructuras, obras y construcciones / Construcciones permanentes / Construcciones comerciales y de recreación"
409,69.190.700-7,Municipalidad de Temuco,Arturo Prat 650,P.119-22 ADQUISICIÓN DE IMPLEMENTOS Y ROPA DE SEGURIDAD DESTINADOS A 26 FUNCIONARIOS 2DO LLAMADO,Temuco,Región de la Araucanía ,1658-425-LE22,46181500,"Equipos y suministros de defensa, orden público, protección y seguridad / Seguridad y protección personal / Ropa protectora de seguridad contra materias peligrosas"
410,69.190.700-7,Municipalidad de Temuco,CALLE MOLINA Nº 10,S3-22/DIRECCION DE DESARROLLO RURAL/CURSO DE PODA E INJERTO DE FRUTALES,San Felipe,Región de Valparaíso ,1658-452-L122,80111500,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Consultorías para el desarrollo de recursos humanos"
411,69.190.700-7,Municipalidad de Temuco,CALLE MOLINA Nº 10,S102-22/DIRECCIÓN DE OPERACIONES/DEPTO CAMINOS RURALES/MANTENCION MOTONIVELADORA KOMATSU A-370,San Felipe,Región de Valparaíso ,1658-461-L122,80111600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Servicios de personal temporal"
412,61.602.311-k,HOSPITAL DE CHAITEN,AV. CARRERA PINTO 153,Confección de Prótesis Dentales 2022,Chaitén,Región de los Lagos ,1665-2-LE22,42152400,Equipamiento y suministros médicos / Equipos y suministros odontológicos / Materiales dentales
413,61.601.000-K,Seremi de Salud IX Región,Aldunate 512 Edificio Chacay,Servicios de apoyo y Mantenimiento en Obras menore,Temuco,Región de la Araucanía ,1685-17-LE22,72102200,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Servicios eléctricos"
414,60.301.001-9,Corp. Adm. del Poder Judicial - La Serena,"Juan Cisternas N°2497, Oficina 401, Piso 4",MEJORAMIENTOS VARIOS JDO. DE GARANTÍA DE COQUIMBO,La Serena,Región de Coquimbo ,1698-42-LE22,72101600,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Revestimientos de techos, paredes o metalistería"
415,60.301.001-9,Corp. Adm. del Poder Judicial - Chillán,18 de septiembre 491,LICITACIÓN PARA EL SERVICIO DE SUMINISTRO INSTALACIÓN Y POST VENTA DE MOBILIARIO PARA LOS EDIFICIOS DE TRIBUNALES Y LAS OFICINAS DEL PODER JUDICIAL,Chillán,Región del Ñuble,1700-8-LR22,76111500,Servicios de limpieza industrial / Servicios de limpieza / Servicios de limpieza de edificios y oficinas en general
416,69.200.600-3,Ilustre Municipalidad de los Lagos,san martin n° 1 comuna de los lagos ( municipalida,Construcción cuartel de bomberos 2°compañia Los Lagos ,Los Lagos,Región de Los Ríos,1723-71-LR22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
417,60.901.002-9,Consejo Nacional de la Cultura y las Artes,Calle Uno N° 390,SERVICIO ESPECIALIZADO COMITIVAS MERCADOS AUDIOV.,La Ligua,Región de Valparaíso ,1725-117-LQ22,80141600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios para la comercialización y distribución / Ventas y marketing"
418,60.901.002-9,Consejo Nacional de la Cultura y las Artes,Calle Uno N° 390,Mantención sistema de aguas lluvias y alcantarilla,La Ligua,Región de Valparaíso ,1725-123-LE22,83101500,Servicios básicos y de información pública / Servicios básicos / Servicios relacionados con el agua
419,60.803.000-k,SII DR06 Dirección Regional Rancagua,Estado 154,HABILITACIÓN DE OFICINAS UNIDAD DE SAN FERNANDO,Rancagua,Región del Libertador General Bernardo O´Higgins,1732-3-LE22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
420,69.255.300-4,I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE,JAVIERA CARRERA 736,“ADQUISICIÓN DE MATERIALES DE FERRETERIA PARA MEJORAR PERIMETRO DEL JARDIN TRAYEN AYUN  DE EL BOSQUE SC 962”,El Bosque,Región Metropolitana de Santiago,1736-197-LE22,11101700,"Productos derivados de minerales, plantas y animales / Minerales y metales / Metales base"
421,65.290.590-0,Dirección Nacional del Servicio Civil,Morandé Nº 115 Piso 9 ,Servicios de Apoyo y Optimización del Proceso de Diseño Virtualización e Incorporación de Cursos Virtuales en la Plataforma Moodle ,Santiago,Región Metropolitana de Santiago,1750-5-LP22,86141700,"Educación, formación, entrenamiento y capacitación / Servicios de orientación y tecnología educativa / Tecnología educativa"
422,61.533.000-0,ISL - Nivel Central,"Teatinos N° 726, Santiago",PRESTACIONES MÉDICAS PARA PACIENTES DEL INSTITUTO DE SEGURIDAD LABORAL EN LA REGION METROPOLITANA,Santiago Centro,Región Metropolitana de Santiago,1778-50-LR22,85101500,"Salud, servicios sanitarios y alimentación / Servicios para el cuidado de la salud de las personas / Ambulatorios"
423,61.533.000-0,ISL - Nivel Central,"Teatinos N° 726, Santiago",SERVICIOS DE EVALUACION Y EMISIÓN DE INFORMES TÉCNICOS DE TERAPEUTAS OCUPACIONALES RELACIONADOS A SOLICITUDES DE REEDUCACIÓN REINTEGRO LABORAL O REUBICACIÓN Y ADECUACIÓN DOMICILIARIAS PARA BENEFICIARIOS ,Santiago Centro,Región Metropolitana de Santiago,1778-57-LE22,80111700,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Contratación de personal"
424,60.908.000-0,Junaeb Región Atacama,Copayapu 1359,Servicio de atención medica área de oftalmología,Copiapó,Región de Atacama ,1796-8-LE22,85122200,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales"
425,60.908.000-0,Junaeb Región del Libertador Bernardo OHiggins,O`Carrol Nº452,SERVICIOS KINÉSICOS RADIOGRAFÍAS Y APOYO CORSÉ,Rancagua,Región del Libertador General Bernardo O´Higgins,1799-5-LE22,85101500,"Salud, servicios sanitarios y alimentación / Servicios para el cuidado de la salud de las personas / Ambulatorios"
426,60.908.000-0,Junaeb Región Metropolitana,Teatinos 340,SERVICIOS DE PLAN DE ADAPTACIÓN AYUDAS TÉCNICAS AUDITIVAS EN EL ÁREA DE OTORRINOLARINGOLOGÍA ,Santiago,Región Metropolitana de Santiago,1806-5-LE22,42182400,Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Instrumentos para medir la audición
427,60.704.000-1,Direccion Regional de Coquimbo,Manuel Antonio Matta 461,ACCION DE VISIBILIZACIÓN DE LA OFERTA TURÍSTICA REGIONAL POR DESTINO ELQUI LIMARI Y CHOAPA Y POR EXPERIENCIA TURÍSTICAS,La Serena,Región de Coquimbo ,1869-3-LP22,90151800,"Servicios de Viajes, alimentación, alojamiento y entretenimiento / Entretenimiento / Carnavales y ferias"
428,61.941.900-6,Defensoría Nacional,Alameda 1449 Piso 5,INST. Y MANTENCIÓN RED INFORMÁTICA Y ELECTRICA,Santiago,Región Metropolitana de Santiago,1876-7-LQ22,72102200,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Servicios eléctricos"
429,70.933.700-9,Corporación Municipal de la Florida,"Serafín Zamora N° 6600, La Florida",CONSERVACIÓN COLEGIO GUARDIAMARINA RIQUELME,La Florida,Región Metropolitana de Santiago,188-2-LR22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
430,61.202.000-0,Dirección de Vialidad - X Región - Licitación de Obras,"Avda. Ohiggins 451, 4º Piso",ASESORIA A LA INSP CONSERV. GM. OSORNO SAN PABLO,Puerto Montt,Región de los Lagos ,1896-10-O122,102000000,Consultoria / Consultoria / Planificación y Factibilidad
431,60.704.000-1,Direccion Regional de Los Lagos,,PRODUCCIÓN DE FERIAS TEMATICAS INTERNACIONALES DE TURISMO 2022,,Región de los Lagos ,1898-7-LQ22,93141700,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Desarrollo social, demográfico y comunitario / Cultura"
432,61.608.004-0,Abastecimiento,Av. Profesor Zañartu 1085,221-ADQUISICIÓN KIT DE JERINGA INSUFLADORA PARA EL HOSPITAL DE NIÑOS DR. ROBERTO DEL RÍO.,Independencia,Región Metropolitana de Santiago,1947-78-LE22,42142600,Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios
